title,year,certificate,duration,genre,rating,description,stars,votes,country,show_id,director,type
The Outsider,(I) (2018),TV-MA,120 min,"Action, Crime, Drama",6.2,An epic set in post-WWII Japan and centered on an American former G.I. who joins the yakuza.,"['Martin Zandvliet', '| ', '    Stars:', 'Jared Leto, ', 'Tadanobu Asano, ', 'Kippei Shîna, ', 'Shioli Kutsuna']","26,027",United States,s4994,Martin Zandvliet,Movie
Dumplin',(2018),PG-13,110 min,"Comedy, Drama",6.5,"Willowdean ('Dumplin'), the plus-size teenage daughter of a former beauty queen, signs up for her mom's Miss Teen Bluebonnet pageant as a protest that escalates when other contestants follow her footsteps, revolutionizing the pageant and their small Texas town.","['Anne Fletcher', '| ', '    Stars:', 'Danielle Macdonald, ', 'Jennifer Aniston, ', 'Odeya Rush, ', 'Maddie Baillio']","34,117",United States,s4318,Anne Fletcher,Movie
Black Money Love,(2014–2015),TV-MA,90 min,"Action, Crime, Drama",7.5,"Omar is a police officer. After the death of his fiancé he suffers great pain. Sibel, Omar's fiancée's body was found on the top of a cliff, in a car next to a fairly old, rich business man. After the shock of her sudden death and the accusations of his love cheating on him, Omar realizes that there is more behind her suspicious murder.","['Engin Akyürek, ', 'Tuba Büyüküstün, ', 'Erkan Can, ', 'Saygin Soysal']","6,390",Turkey,s3424,Ahmet Katıksız,TV Show
The Ridiculous 6,(2015),TV-14,119 min,"Action, Adventure, Comedy",4.8,"An outlaw who was raised by Native Americans discovers that he has five half-brothers. Together the men go on a mission to find their wayward, deadbeat dad.","['Frank Coraci', '| ', '    Stars:', 'Adam Sandler, ', 'Terry Crews, ', 'Jorge Garcia, ', 'Taylor Lautner']","49,602",United States,s5880,Frank Coraci,Movie
Wine Country,(2019),R,103 min,"Adventure, Comedy, Drama",5.4,"During a vacation to Napa Valley, a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director Amy Poehler.","['Amy Poehler', '| ', '    Stars:', 'Amy Poehler, ', 'Rachel Dratch, ', 'Ana Gasteyer, ', 'Maya Rudolph']","21,441",United States,s3842,Amy Poehler,Movie
Abducted in Plain Sight,(2017),TV-14,91 min,"Documentary, Crime",6.8,"The twisting, turning, stranger-than-fiction true story of the Brobergs, a naive, church-going Idaho family that fell under the spell of a sociopathic neighbor with designs on their twelve-year-old daughter.","['Skye Borgman', '| ', '    Stars:', 'Jan Broberg, ', 'Bob Broberg, ', 'Mary Ann Broberg, ', 'Susan Broberg']","19,558",United States,s4186,Skye Borgman,Movie
The Promise,(II) (2016),PG-13,133 min,"Action, Adventure, Drama",6.0,"Set during the last days of the Ottoman Empire, The Promise follows a love triangle between Michael, a brilliant medical student, the beautiful and sophisticated Ana, and Chris - a renowned American journalist based in Paris.","['Terry George', '| ', '    Stars:', 'Oscar Isaac, ', 'Charlotte Le Bon, ', 'Christian Bale, ', 'Daniel Giménez Cacho']","176,299",Egypt,s2638,Mohamed Yassin,Movie
When We First Met,(2018),TV-14,97 min,"Comedy, Fantasy, Romance",6.4,"Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later, she's engaged to someone else. Noah returns in a time machine to fix things.","['Ari Sandel', '| ', '    Stars:', 'Adam Devine, ', 'Alexandra Daddario, ', 'Shelley Hennig, ', 'Andrew Bachelor']","49,438",United States,s5045,Ari Sandel,Movie
I Am Mother,(2019),TV-14,113 min,"Drama, Mystery, Sci-Fi",6.7,"In the wake of humanity's extinction, a teenage girl is raised by a robot designed to repopulate the earth. But their unique bond is threatened when an inexplicable stranger arrives with alarming news.","['Grant Sputore', '| ', '    Stars:', 'Luke Hawker, ', 'Rose Byrne, ', 'Maddie Lenton, ', 'Hazel Sandery']","90,922",Australia,s3765,Grant Sputore,Movie
The Clovehitch Killer,(2018),Unrated,109 min,"Crime, Drama, Mystery",6.5,A picture-perfect family is shattered when the work of a serial killer hits too close to home.,"['Duncan Skiles', '| ', '    Stars:', 'Dylan McDermott, ', 'Charlie Plummer, ', 'Samantha Mathis, ', 'Madisen Beaty']","28,019",United States,s923,Duncan Skiles,Movie
Brooklyn's Finest,(2009),R,132 min,"Action, Crime, Drama",6.7,Three unconnected Brooklyn cops wind up at the same deadly location after enduring vastly different career paths.,"['Antoine Fuqua', '| ', '    Stars:', 'Richard Gere, ', 'Don Cheadle, ', 'Ethan Hawke, ', 'Wesley Snipes']","64,048",United States,s6380,Antoine Fuqua,Movie
Leyla and Mecnun,(2011–2022),TV-PG,80 min,"Adventure, Comedy, Drama",9.1,"Turkish television comedy series set in Istanbul, Leyla and Mecnun is a surreal and absurd comedy that revolves around the fictional love story between Leyla and Mecnun.","['Ali Atay, ', 'Serkan Keskin, ', 'Cengiz Bozkurt, ', 'Köksal Engür']","93,632",Turkey,s7296,Onur Ünlü,TV Show
Always Be My Maybe,(2019),PG-13,101 min,"Comedy, Romance",6.8,"Everyone assumed that Sasha and Marcus would wind up together, except for Sasha and Marcus. Reconnecting after 15 years, the two start to wonder--maybe?","['Nahnatchka Khan', '| ', '    Stars:', 'Ali Wong, ', 'Randall Park, ', 'James Saito, ', 'Michelle Buteau']","56,455",Philippines,s2061,Dan Villegas,Movie
Extinction,(2018),TV-MA,95 min,"Action, Drama, Sci-Fi",5.8,"A father has a recurring dream of losing his family. His nightmare turns into reality when the planet is invaded by a force bent on destruction. Fighting for their lives, he comes to realize an unknown strength to keep them safe from harm.","['Ben Young', '| ', '    Stars:', 'Michael Peña, ', 'Lizzy Caplan, ', 'Amelia Crouch, ', 'Erica Tremblay']","53,157",United States,s4752,Ben Young,Movie
The Laundromat,(I) (2019),R,96 min,"Comedy, Crime, Drama",6.3,"A widow investigates an insurance fraud, chasing leads to a pair of Panama City law partners exploiting the world's financial system.","['Steven Soderbergh', '| ', '    Stars:', 'Gary Oldman, ', 'Antonio Banderas, ', 'AJ Meijer, ', 'Arsenio Castellanos']","50,985",United States,s3410,Steven Soderbergh,Movie
Beasts of No Nation,(2015),TV-MA,137 min,"Drama, War",7.7,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country.","['Cary Joji Fukunaga', '| ', '    Stars:', 'Abraham Attah, ', 'Emmanuel Affadzi, ', 'Ricky Adelayitor, ', 'Andrew Adote']","81,447",United States,s5892,Cary Joji Fukunaga,Movie
A Futile and Stupid Gesture,(2018),TV-MA,101 min,"Biography, Comedy",6.7,"In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled Douglas Kenney.","['David Wain', '| ', '    Stars:', 'Frank Gingerich, ', 'Morgan Gingerich, ', ""Annette O'Toole, "", 'Harry Groener']","16,339",United States,s5060,David Wain,Movie
Cadaver,(2020),TV-MA,86 min,"Drama, Horror, Thriller",5.2,"In the starving aftermath of a nuclear disaster, a family of three attends a charitable event at a hotel, which takes a dark turn when people start to disappear.","['Jarand Herdal', '| ', '    Stars:', 'Thorbjørn Harr, ', 'Maria Grazia Di Meo, ', 'Kingsford Siayor, ', 'Gitte Witt']","10,199",Norway,s1807,Jarand Herdal,Movie
Hold the Dark,(2018),TV-MA,125 min,"Action, Drama, Thriller",5.6,"After the deaths of three children suspected to be killed by wolves, writer Russell Core is hired by the mother of a missing six-year-old boy to track down and locate her son in the Alaskan wilderness.","['Jeremy Saulnier', '| ', '    Stars:', 'Jeffrey Wright, ', 'Alexander Skarsgård, ', 'James Badge Dale, ', 'Riley Keough']","37,393",United States,s4620,Jeremy Saulnier,Movie
The Social Dilemma,(2020),PG-13,94 min,"Documentary, Drama",7.6,"Explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.","['Jeff Orlowski-Yang', '| ', '    Stars:', 'Tristan Harris, ', 'Jeff Seibert, ', 'Bailey Richardson, ', 'Joe Toscano']","82,178",United States,s2036,Jeff Orlowski,Movie
The White Tiger,(2021),R,125 min,"Crime, Drama",7.1,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,"['Ramin Bahrani', '| ', '    Stars:', 'Adarsh Gourav, ', 'Rajkummar Rao, ', 'Priyanka Chopra Jonas, ', 'Vedant Sinha']","60,169","India, United States",s1389,Ramin Bahrani,Movie
The Prom,(2020),PG-13,130 min,"Comedy, Drama, Musical",5.9,A troupe of hilariously self-obsessed theater stars swarm into a small conservative Indiana town in support of a high school girl who wants to take her girlfriend to the prom.,"['Ryan Murphy', '| ', '    Stars:', 'Meryl Streep, ', 'James Corden, ', 'Nicole Kidman, ', 'Kerry Washington']","27,218",United States,s1561,Ryan Murphy,Movie
My Octopus Teacher,(2020),TV-G,85 min,Documentary,8.1,"A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.","['Pippa Ehrlich, ', 'James Reed', '| ', '    Stars:', 'Craig Foster, ', 'Tom Foster']","54,166",South Africa,s2039,"Pippa Ehrlich, James Reed",Movie
Feel Good,(2020–2021),TV-MA,30 min,"Comedy, Drama, Romance",7.5,"The series follows recovering addict and comedian Mae, who is trying to control the addictive behaviors and intense romanticism that permeate every facet of her life.","['Mae Martin, ', 'Charlotte Ritchie, ', 'Phil Burgers, ', 'Jack Barry']","11,158",United Kingdom,s759,Ally Pankiw,TV Show
Redemption,(I) (2013),R,100 min,"Action, Crime, Drama",6.2,A damaged ex-special forces soldier navigating London's criminal underworld seizes an opportunity to assume another man's identity.,"['Steven Knight', '| ', '    Stars:', 'Jason Statham, ', 'Agata Buzek, ', 'Vicky McClure, ', 'Benedict Wong']","72,611",Mozambique,s2197,Mickey Fonseca,Movie
A Perfect Ending,(2012),Not Rated,110 min,"Drama, Romance",5.6,"Rebecca has a very unusual secret, one that not even her best friends know about. The last person on earth she expects to reveal it to is a high priced escort named Paris.","['Nicole Conn', '| ', '    Stars:', 'Barbara Niven, ', 'Bryan Mordechai Jackson, ', 'Jessica Clark, ', 'John Heard']","4,478",United States,s776,Nicole Conn,Movie
Moxie,(I) (2021),PG-13,111 min,"Comedy, Drama, Music",6.7,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.","['Amy Poehler', '| ', '    Stars:', 'Hadley Robinson, ', 'Lauren Tsai, ', 'Alycia Pascual-Pena, ', 'Nico Hiraga']","25,588",United States,s1242,Amy Poehler,Movie
Cloudy with a Chance of Meatballs 2,(2013),PG,95 min,"Animation, Adventure, Comedy",6.3,"Flint Lockwood now works at The Live Corp Company for his idol Chester V. But he's forced to leave his post when he learns that his most infamous machine is still operational, and is churning out menacing food-animal hybrids.","['Cody Cameron, ', 'Kris Pearn', '| ', '    Stars:', 'Bill Hader, ', 'Anna Faris, ', 'Will Forte, ', 'Neil Patrick Harris']","103,309",United States,s1695,"Cody Cameron, Kris Pearn",Movie
Code 8,(2019),Not Rated,98 min,"Action, Crime, Drama",6.1,A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.,"['Jeff Chan', '| ', '    Stars:', 'Kari Matchett, ', 'Robbie Amell, ', 'Penny Eizenga, ', 'Lawrence Bayne']","40,118",Canada,s2691,Jeff Chan,Movie
The Two Popes,(2019),PG-13,125 min,"Biography, Comedy, Drama",7.6,"Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.","['Fernando Meirelles', '| ', '    Stars:', 'Jonathan Pryce, ', 'Anthony Hopkins, ', 'Juan Minujín, ', 'Luis Gnecco']","123,244","United Kingdom, Italy",s3117,Fernando Meirelles,Movie
Da 5 Bloods,(2020),R,154 min,"Adventure, Drama, War",6.5,Four African-American vets battle the forces of man and nature when they return to Vietnam seeking the remains of their fallen squad leader and the gold fortune he helped them hide.,"['Spike Lee', '| ', '    Stars:', 'Delroy Lindo, ', 'Jonathan Majors, ', 'Clarke Peters, ', 'Norm Lewis']","51,378",United States,s2394,Spike Lee,Movie
The Kindergarten Teacher,(2018),R,96 min,"Drama, Thriller",6.7,A kindergarten teacher in New York becomes obsessed with one of her students whom she believes is a child prodigy.,"['Sara Colangelo', '| ', '    Stars:', 'Maggie Gyllenhaal, ', 'Gael García Bernal, ', 'Ato Blankson-Wood, ', 'Libya Pugh']","16,198","United States, Israel, United Kingdom, Canada",s4520,Sara Colangelo,Movie
Suite Française,(2014),TV-MA,107 min,"Drama, Romance, Thriller",7.0,"During the early years of Nazi occupation of France in World War II, romance blooms between Lucile Angellier (Michelle Williams), a French villager, and Lieutenant Bruno von Falk (Matthias Schoenaerts), a German soldier.","['Saul Dibb', '| ', '    Stars:', 'Michelle Williams, ', 'Kristin Scott Thomas, ', 'Margot Robbie, ', 'Eric Godon']","26,585","United Kingdom, France, Canada, Belgium, United States",s8117,Saul Dibb,Movie
Don't F**k with Cats: Hunting an Internet Killer,(2019),TV-MA,187 min,"Documentary, Crime",8.0,A group of online justice seekers track down a guy who posted a video of himself killing kittens.,"['Deanna Thompson, ', 'John Green, ', 'Claudette Hamlin, ', 'Antonio Paradiso']","53,411","United Kingdom, United States",s3122,Mark Lewis,TV Show
Ma Rainey's Black Bottom,(2020),R,94 min,"Drama, Music",6.9,Tensions rise when trailblazing blues singer Ma Rainey and her band gather at a recording studio in Chicago in 1927.,"['George C. Wolfe', '| ', '    Stars:', 'Viola Davis, ', 'Chadwick Boseman, ', 'Glynn Turman, ', 'Colman Domingo']","52,538",United States,s1518,George C. Wolfe,Movie
Beckett,(2021),TV-MA,110 min,"Action, Crime, Drama",5.6,"Following a tragic car accident in Greece, an American tourist finds himself at the center of a dangerous political conspiracy and on the run for his life.","['Ferdinando Cito Filomarino', '| ', '    Stars:', 'John David Washington, ', 'Boyd Holbrook, ', 'Vicky Krieps, ', 'Alicia Vikander']","26,117","Italy, Brazil, Greece",s271,Ferdinando Cito Filomarino,Movie
I Don't Feel at Home in This World Anymore.,(2017),TV-MA,93 min,"Comedy, Crime, Drama",6.9,"When a depressed woman is burgled, she finds a new sense of purpose by tracking down the thieves alongside her obnoxious neighbour. But they soon find themselves dangerously out of their depth against a pack of degenerate criminals.","['Macon Blair', '| ', '    Stars:', 'Melanie Lynskey, ', 'Chris Doubek, ', 'Marilyn Faith Hickey, ', 'Jared Roylance']","58,103",United States,s5591,Macon Blair,Movie
Avengement,(I) (2019),Not Rated,87 min,"Action, Crime",6.5,"After years of assaults on him in prison, convicted felon Cain Burgess escapes for avengement on those responsible.","['Jesse V. Johnson', '| ', '    Stars:', 'Scott Adkins, ', 'Craig Fairbrass, ', 'Thomas Turgoose, ', 'Nick Moran']","16,284",United Kingdom,s3512,Jesse V. Johnson,Movie
Shutter,(II) (2004),Not Rated,97 min,"Horror, Mystery, Thriller",7.0,A young photographer and his girlfriend discover mysterious shadows in their photographs after a tragic accident. They soon learn that you can not escape your past.,"['Banjong Pisanthanakun, ', 'Parkpoom Wongpoom', '| ', '    Stars:', 'Ananda Everingham, ', 'Natthaweeranuch Thongmee, ', 'Achita Sikamana, ', 'Unnop Chanpaibool']","45,222",Thailand,s8014,"Banjong Pisanthanakun, Parkpoom Wongpoom",Movie
Over the Moon,(2020),PG,95 min,"Animation, Adventure, Comedy",6.3,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.","['Glen Keane, ', 'John Kahrs', '| ', '    Stars:', 'Glen Keane, ', 'Brycen Hall, ', 'Ruthie Ann Miles, ', 'John Cho']","22,398","China, United States",s1802,Glen Keane,Movie
The Paramedic,(2020),TV-MA,94 min,"Adventure, Crime, Drama",5.7,"Angel works in an ambulance service. After a tragic accident, his personal life begins to deteriorate as he becomes more and more suspicious of his partner Vane.","['Carles Torras', '| ', '    Stars:', 'Mario Casas, ', 'Déborah François, ', 'Guillermo Pfening, ', 'Maria Rodríguez Soto']","12,685",Spain,s1997,Carles Torras,Movie
War Machine,(2017),TV-MA,122 min,"Comedy, Drama, War",6.0,"An idiosyncratic general confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan.","['David Michôd', '| ', '    Stars:', 'Brad Pitt, ', 'Daniel Betts, ', 'John Magaro, ', 'Emory Cohen']","46,794",United States,s5474,David Michôd,Movie
