title,year,certificate,duration,genre,rating,description,stars,votes,country,show_id,type
Hannibal,(2013–2015),TV-14,44 min,"Crime, Drama, Horror",8.5,Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,"['Hugh Dancy, ', 'Mads Mikkelsen, ', 'Caroline Dhavernas, ', 'Laurence Fishburne']","253,302",United States,s6918,TV Show
Star Trek: Voyager,(1995–2001),TV-PG,44 min,"Action, Adventure, Sci-Fi",7.8,"Pulled to the far side of the galaxy, where the Federation is seventy-five years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.","['Kate Mulgrew, ', 'Robert Beltran, ', 'Roxann Dawson, ', 'Robert Duncan McNeill']","69,047",United States,s5246,TV Show
Good Girls,(2018–2021),TV-14,43 min,"Comedy, Crime, Drama",7.7,Three suburban mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take back their power.,"['Christina Hendricks, ', 'Retta, ', 'Mae Whitman, ', 'Reno Wilson']","51,835",United States,s1307,TV Show
How to Get Away with Murder,(2014–2020),TV-14,43 min,"Crime, Drama, Mystery",8.1,A group of ambitious law students and their brilliant criminal defense professor become involved in a twisted murder plot that promises to change the course of their lives.,"['Viola Davis, ', 'Billy Brown, ', 'Jack Falahee, ', 'Aja Naomi King']","150,319",United States,s2391,TV Show
Longmire,(2012–2017),TV-14,60 min,"Action, Crime, Drama",8.3,"Walt Longmire is the dedicated and unflappable sheriff of Absaroka County, Wyoming. Widowed only a year, he is a man in psychic repair but buries his pain behind his brave face, unassuming grin and dry wit.","['Robert Taylor, ', 'Katee Sackhoff, ', 'Lou Diamond Phillips, ', 'Cassidy Freeman']","35,601",United States,s5166,TV Show
After Life,(2019–2022),TV-MA,30 min,"Comedy, Drama",8.4,"After Tony's wife dies, his nice-guy persona is altered into an impulsive, devil-may-care attitude that takes his old world by storm.","['Ricky Gervais, ', 'Tom Basden, ', 'Tony Way, ', 'Diane Morgan']","133,432",United Kingdom,s2641,TV Show
Outer Banks,(2020– ),TV-MA,50 min,"Action, Crime, Drama",7.6,A group of teenagers from the wrong side of the tracks stumble upon a treasure map that unearths a long-buried secret.,"['Chase Stokes, ', 'Madelyn Cline, ', 'Madison Bailey, ', 'Rudy Pankow']","48,115",United States,s371,TV Show
Derry Girls,(2018–2022),TV-MA,30 min,Comedy,8.5,The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s.,"['Saoirse-Monica Jackson, ', 'Louisa Harland, ', ""Tara Lynne O'Neill, "", 'Kathy Kiera Clarke']","36,522",United Kingdom,s516,TV Show
El Camino: A Breaking Bad Movie,(2019),TV-MA,122 min,"Action, Crime, Drama",7.3,"Fugitive Jesse Pinkman runs from his captors, the law, and his past.","['Vince Gilligan', '| ', '    Stars:', 'Aaron Paul, ', 'Jonathan Banks, ', 'Matt Jones, ', 'Charles Baker']","243,473",United States,s3429,Movie
Knock Knock,(I) (2015),R,99 min,"Drama, Thriller",4.9,"A devoted father helps two stranded young women who knock on his door, but his kind gesture turns into a dangerous seduction and a deadly game of cat and mouse.","['Eli Roth', '| ', '    Stars:', 'Keanu Reeves, ', 'Lorenza Izzo, ', 'Ana de Armas, ', 'Aaron Burns']","94,594","United States, Chile, Israel",s7219,Movie
13 Reasons Why,(2017–2020),TV-MA,60 min,"Drama, Mystery, Thriller",7.5,"Follows teenager Clay Jensen, in his quest to uncover the story behind his classmate and crush, Hannah, and her decision to end her life.","['Dylan Minnette, ', 'Katherine Langford, ', 'Christian Navarro, ', 'Alisha Boe']","289,319",United States,s2418,TV Show
The King,(I) (2019),R,140 min,"Biography, Drama, History",7.3,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.","['David Michôd', '| ', '    Stars:', 'Tom Glynn-Carney, ', 'Gábor Czap, ', 'Tom Fisher, ', 'Edward Ashley']","127,673","United Kingdom, Hungary, Australia",s3348,Movie
Emily in Paris,(2020– ),TV-MA,30 min,"Comedy, Drama, Romance",6.9,A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,"['Lily Collins, ', 'Philippine Leroy-Beaulieu, ', 'Ashley Park, ', 'Lucas Bravo']","88,868",United States,s1895,TV Show
Grease,(1978),PG,110 min,"Comedy, Musical, Romance",7.2,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?","['Randal Kleiser', '| ', '    Stars:', 'John Travolta, ', 'Olivia Newton-John, ', 'Stockard Channing, ', 'Jeff Conaway']","275,313",United States,s6894,Movie
Elite,(2018– ),TV-MA,60 min,"Crime, Drama, Thriller",7.4,"When three working-class teenagers begin attending an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.","['Itzan Escamilla, ', 'Omar Ayuso, ', 'Miguel Bernardeau, ', 'Arón Piper']","77,113",Spain,s685,TV Show
Legally Blonde,(2001),PG-13,96 min,"Comedy, Romance",6.4,"Elle Woods, a fashionable sorority queen, is dumped by her boyfriend. She decides to follow him to law school. While she is there, she figures out that there is more to her than just looks.","['Robert Luketic', '| ', '    Stars:', 'Reese Witherspoon, ', 'Luke Wilson, ', 'Selma Blair, ', 'Matthew Davis']","216,974",United States,s1122,Movie
Naruto,(2002–2007),TV-PG,24 min,"Animation, Action, Adventure",8.4,"Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja.","['Junko Takeuchi, ', 'Maile Flanagan, ', 'Kate Higgins, ', 'Chie Nakamura']","99,442",Japan,s3542,TV Show
Broadchurch,(2013–2017),TV-MA,48 min,"Crime, Drama, Mystery",8.4,"The murder of a young boy in a small coastal town brings a media frenzy, which threatens to tear the community apart.","['David Tennant, ', 'Olivia Colman, ', 'Jodie Whittaker, ', 'Andrew Buchan']","112,247",United Kingdom,s5151,TV Show
Dead to Me,(2019–2022),TV-MA,30 min,"Comedy, Crime, Drama",8.0,A series about a powerful friendship that blossoms between a tightly wound widow and a free spirit with a shocking secret.,"['Christina Applegate, ', 'Linda Cardellini, ', 'Luke Roessler, ', 'Sam McCarthy']","76,565",United States,s2552,TV Show
Designated Survivor,(2016–2019),TV-14,60 min,"Action, Drama, Mystery",7.5,A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.,"['Kiefer Sutherland, ', 'Adan Canto, ', 'Italia Ricci, ', 'Kal Penn']","90,424",United States,s3763,TV Show
Dracula,(2020),TV-14,270 min,"Action, Drama, Fantasy",6.8,"In 1897 Transylvania, the blood-drinking Count draws his plans against Victorian London.","['Claes Bang, ', 'Dolly Wells, ', 'Morfydd Clark, ', 'John Heffernan']","47,794",United Kingdom,s3046,TV Show
Narcos: Mexico,(2018–2021),TV-MA,50 min,"Crime, Drama",8.4,The rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in Mexico.,"['Scoot McNairy, ', 'José María Yazpik, ', 'Alejandro Edda, ', 'Alfonso Dosal']","83,199","Mexico, United States",s2922,TV Show
Ginny & Georgia,(2021– ),TV-14,1 Season,"Comedy, Drama",7.4,"Ginny Miller, an angsty fifteen-year-old, often feels more mature than her thirty-year-old mother, the irresistible and dynamic Georgia Miller.","['Brianne Howey, ', 'Antonia Gentry, ', 'Diesel La Torraca, ', 'Jennifer Robertson']","48,057",United States,s1276,TV Show
Grace and Frankie,(2015–2022),TV-MA,30 min,Comedy,8.2,"Finding out that their husbands are not just work partners, but have also been romantically involved for the last twenty years, two women with an already strained relationship try to cope with the circumstances together.","['Jane Fonda, ', 'Lily Tomlin, ', 'Sam Waterston, ', 'Martin Sheen']","51,896",United States,s275,TV Show
Snowpiercer,(2020–2023),TV-MA,60 min,"Action, Drama, Sci-Fi",6.9,"Seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a perpetually-moving train that circles the globe, where class warfare, social injustice and the politics of survival play out.","['Daveed Diggs, ', 'Mickey Sumner, ', 'Alison Wright, ', 'Iddo Goldberg']","54,342","South Korea, Czech Republic",s556,Movie
The Haunting of Bly Manor,(2020),TV-MA,494 min,"Drama, Horror, Mystery",7.3,"After an au pair’s tragic death, Henry hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose.","['Victoria Pedretti, ', 'Oliver Jackson-Cohen, ', 'Amelia Eve, ', ""T'Nia Miller""]","101,853",United States,s1874,TV Show
Skins,(2007–2013),TV-MA,46 min,Drama,8.2,The story of a group of British teens who are trying to grow up and find love and happiness despite questionable parenting and teachers who would rather be friends (and lovers) than authority figures.,"['Kaya Scodelario, ', 'Nicholas Hoult, ', 'Joe Dempsie, ', 'Hannah Murray']","83,918",Spain,s5551,Movie
Kill Bill: Vol. 1,(2003),R,111 min,"Action, Crime, Drama",8.2,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.","['Quentin Tarantino', '| ', '    Stars:', 'Uma Thurman, ', 'David Carradine, ', 'Daryl Hannah, ', 'Michael Madsen']","1,103,348","United States, Japan",s7198,Movie
Behind Her Eyes,(2021),TV-MA,298 min,"Drama, Mystery, Thriller",7.2,"It follows Louise, a single mom with a son and a part-time job in a psychiatrist's office. She begins an affair with her boss and strikes up an unlikely friendship with his wife.","['Simona Brown, ', 'Eve Hewson, ', 'Tom Bateman, ', 'Robert Aramayo']","60,901",United Kingdom,s1302,TV Show
Bleach,(2004–2012),TV-14,24 min,"Animation, Action, Adventure",8.2,"High school student Ichigo Kurosaki, who has the ability to see ghosts, gains soul reaper powers from Rukia Kuchiki and sets out to save the world from ""Hollows"".","['Johnny Yong Bosch, ', 'Michelle Ruff, ', 'Stephanie Sheh, ', 'Jamieson Price']","53,769",Japan,s2659,TV Show
Uncut Gems,(2019),R,135 min,"Crime, Drama, Thriller",7.4,"With his debts mounting and angry collectors closing in, a fast-talking New York City jeweler risks everything in hope of staying afloat and alive.","['Benny Safdie, ', 'Josh Safdie', '| ', '    Stars:', 'Adam Sandler, ', 'Julia Fox, ', 'Idina Menzel, ', 'Mesfin Lamengo']","277,507",United States,s2472,Movie
Altered Carbon,(2018–2020),TV-MA,60 min,"Action, Drama, Sci-Fi",7.9,"Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom.","['Chris Conner, ', 'Renée Elise Goldsberry, ', 'Dichen Lachman, ', 'Will Yun Lee']","167,469",United States,s2875,TV Show
Supergirl,(2015–2021),TV-PG,43 min,"Action, Adventure, Drama",6.2,The adventures of Superman's cousin in her own superhero career.,"['Melissa Benoist, ', 'Chyler Leigh, ', 'David Harewood, ', 'Katie McGrath']","123,705",United States,s2471,TV Show
The Irishman,(2019),R,209 min,"Biography, Crime, Drama",7.8,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,"['Martin Scorsese', '| ', '    Stars:', 'Robert De Niro, ', 'Al Pacino, ', 'Joe Pesci, ', 'Harvey Keitel']","382,523",United States,s3228,Movie
Big Mouth,(2017– ),TV-MA,30 min,"Animation, Comedy, Romance",7.9,Teenage friends find their lives upended by the wonders and horrors of puberty.,"['Nick Kroll, ', 'John Mulaney, ', 'Jessi Klein, ', 'Jason Mantzoukas']","77,339",United States,s1591,TV Show
Chilling Adventures of Sabrina,(2018–2020),TV-14,60 min,"Drama, Fantasy, Horror",7.4,"As her 16th birthday nears, Sabrina must choose between the witch world of her family and the human world of her friends. Based on the Archie comic.","['Kiernan Shipka, ', 'Ross Lynch, ', 'Lucy Davis, ', 'Chance Perdomo']","93,761",United States,s1474,TV Show
Death Note,(2006–2007),TV-14,24 min,"Animation, Crime, Drama",9.0,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,"['Mamoru Miyano, ', 'Brad Swaile, ', 'Vincent Tong, ', 'Ryô Naitô']","316,300",United States,s5319,Movie
Heartbreak High,(1994–1999),TV-MA,50 min,"Drama, Romance",7.8,A crash course in the turbulence of being a teen is always on the schedule for the students at Hartley High School in this 1990s series set in Sydney.,"['Callan Mulvey, ', 'Lara Cox, ', 'Emma Roche, ', 'Ada Nicodemou']","3,208",Australia,s1640,TV Show
The End of the F***ing World,(2017–2019),TV-MA,25 min,"Adventure, Comedy, Crime",8.1,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.","['Jessica Barden, ', 'Alex Lawther, ', 'Steve Oram, ', 'Christine Bottomley']","186,272",United Kingdom,s3307,TV Show
Anne with an E,(2017–2019),TV-PG,60 min,"Drama, Family",8.7,"The adventures of a young orphan girl living in the early 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's classic novels.","['Amybeth McNulty, ', 'Geraldine James, ', 'R.H. Thomson, ', 'Dalila Bela']","54,248",Canada,s3048,TV Show
Queen of the South,(2016–2021),TV-MA,42 min,"Action, Crime, Drama",8.0,Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas she looks to become the country's reigning drug smuggler and to avenge her lover's murder.,"['Alice Braga, ', 'Hemky Madera, ', 'Peter Gadiot, ', 'Veronica Falcón']","30,158","United States, Mexico, Spain, Malta",s2416,TV Show
Godless,(2017),TV-MA,452 min,"Action, Drama, Western",8.3,"In the 1880s American West, murderous outlaw gang leader Frank Griffin hunts for ex-protege Roy Goode. Frank's chase leads him to La Belle, New Mexico--a town inhabited, after a mining disaster, almost entirely by women.","[""Jack O'Connell, "", 'Michelle Dockery, ', 'Scoot McNairy, ', 'Merritt Wever']","66,821",United States,s5160,TV Show
Fullmetal Alchemist: Brotherhood,(2009–2010),TV-14,24 min,"Animation, Action, Adventure",9.1,Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.,"['Kent Williams, ', 'Iemasa Kayumi, ', 'Matthew Leonhart, ', 'Vic Mignogna']","164,032",Japan,s5097,TV Show
Wind River,(2017),R,107 min,"Crime, Drama, Mystery",7.7,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,"['Taylor Sheridan', '| ', '    Stars:', 'Elizabeth Olsen, ', 'Jeremy Renner, ', 'Graham Greene, ', 'Kelsey Asbille']","249,800","United Kingdom, Canada, United States",s192,Movie
The IT Crowd,(2006–2013),TV-14,25 min,Comedy,8.5,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie.","[""Chris O'Dowd, "", 'Richard Ayoade, ', 'Katherine Parkinson, ', 'Matt Berry']","151,277",United Kingdom,s5364,TV Show
